ticker,name,market,sector,price,changePercent,marketCap,capCategory,pe,rsi,sma50,sma200,bearishScore,bullishScore,sentimentAvg,compositeScore
KO,Coca-Cola,US,Consumer Defensive,81.06,0.93,348670164992,Large,25.484056,54.5,79.10,73.88,2,4,-0.032,55
PEP,PepsiCo,US,Consumer Defensive,142.98,0.65,195390537728,Large,22.474842,44.1,149.39,150.15,4,2,0.074,46
COST,Costco,US,Consumer Defensive,964.1,0.67,427557912576,Large,48.398594,43.3,998.32,957.97,2,2,-0.016,44
MCD,McDonald's,US,Consumer Cyclical,275.47,1.40,195687530496,Large,22.686985,43.1,285.05,304.64,7,0,0.054,36
NKE,Nike,US,Consumer Cyclical,41.755,-1.47,61849247744,Large,27.476974,38.5,44.30,58.28,8,0,0.104,32
RVLV,Revolve,US,Consumer Cyclical,22.62,6.95,1618586496,Small,25.133335,62.6,21.74,24.08,3,3,0.254,46
SBUX,Starbucks,US,Consumer Cyclical,104.34,3.26,118916292608,Large,79.64886,60.5,101.43,92.13,0,6,0.385,56
HD,Home Depot,US,Consumer Cyclical,342.48,5.56,341432696832,Large,24.319603,63.0,322.43,357.47,3,3,0.231,51
LOW,Lowe's,US,Consumer Cyclical,222,3.96,124542001152,Large,18.76585,53.0,225.59,244.82,4,2,0.013,46
XOM,ExxonMobil,US,Energy,136.31,-2.45,565059911680,Large,22.950336,33.0,149.34,134.92,3,2,0.048,48
CVX,Chevron,US,Energy,171.82,-2.36,342226206720,Large,29.936413,32.7,186.05,172.06,3,2,0.441,50
COP,ConocoPhillips,US,Energy,107.01,-2.69,130369642496,Large,18.1066,34.8,118.22,105.34,3,2,0.232,50
SLB,Schlumberger,US,Energy,46.405,-2.90,69378146304,Large,20.442732,25.5,54.55,45.06,2,9,-0.413,61
EOG,EOG Resources,US,Energy,133.83,-0.79,71292329984,Large,13.161259,46.6,135.96,120.94,2,4,-0.131,57
CAT,Caterpillar,US,Industrials,981.93,-0.23,452378460160,Large,48.912724,60.8,885.32,679.00,0,7,0.603,70
BA,Boeing,US,Industrials,221.04,2.00,174297579520,Large,87.04921,49.6,224.25,218.47,0,4,-0.022,46
HON,Honeywell,US,Industrials,227.39,2.26,144086384640,Large,36.266346,53.9,221.41,213.77,0,5,0.048,55
UPS,UPS,US,Industrials,105.46,-0.35,89641664512,Large,17.064726,49.6,104.30,99.85,2,5,0.277,59
RTX,RTX Corp,US,Industrials,186.64,0.13,251344994304,Large,35.016888,55.8,180.47,182.84,3,3,0.037,45
DE,Deere & Co,US,Industrials,608.4,2.78,164333289472,Large,34.4898,64.0,573.63,529.27,0,6,0.048,60
GE,GE Aerospace,US,Industrials,367.05,2.97,383661441024,Large,45.55831,73.7,310.64,306.64,3,7,0.307,58
LMT,Lockheed Martin,US,Industrials,496.24,-1.48,114467921920,Large,24.042131,37.8,530.15,539.05,7,0,-0.306,34
DIS,Disney,US,Communication,102.26,-1.23,177540923392,Large,16.3584,51.2,102.91,106.90,4,4,-0.125,51
CMCSA,Comcast,US,Communication,22.745,-0.24,81214619648,Large,4.4578433,33.6,25.64,27.78,8,2,0.291,43
T,AT&T,US,Communication,22.465,-1.51,156094431232,Large,7.389803,38.0,24.64,25.97,6,2,-0.012,44
VZ,Verizon,US,Communication,45.82,-1.95,191303221248,Large,11.17439,44.5,46.92,44.47,2,2,0.000,54
TMUS,T-Mobile,US,Communication,182.99,-0.86,198000181248,Large,19.443146,45.5,188.95,206.02,4,5,-0.053,49
AMT,American Tower,US,Real Estate,176.42,-1.65,82192850944,Large,28.409018,40.1,181.49,182.04,6,0,0.153,41
PLD,Prologis,US,Real Estate,141.86,-2.33,132938424320,Large,35.64573,46.4,143.09,131.50,2,2,-0.166,49
NEE,NextEra Energy,US,Utilities,87.425,1.15,182334062592,Large,22.189087,50.2,90.16,86.04,0,6,0.160,61
DUK,Duke Energy,US,Utilities,126.195,0.92,98392760320,Large,19.416908,55.9,125.14,124.11,0,5,0.212,62
SOFI,SoFi Technologies,US,Fintech,17.46,0.98,22396790784,Large,38.800224,54.1,16.99,22.58,3,5,0.214,47
RIVN,Rivian,US,Consumer Cyclical,14.435,-3.06,19384276992,Large,,42.2,15.60,15.71,6,0,-0.076,30
LCID,Lucid Group,US,Consumer Cyclical,5.115,-1.45,1996163456,Small,,40.1,6.06,11.97,5,2,-0.323,25
COIN,Coinbase,US,Fintech,150.85,-4.63,39733837824,Large,55.44669,36.8,184.45,235.95,7,0,-0.129,21
RBLX,Roblox,US,Technology,48.08,2.06,34412515328,Large,,53.4,48.51,80.31,5,2,0.063,34
U,Unity Software,US,Technology,27.17,-1.59,11860656128,Large,,48.0,27.21,32.96,6,1,0.204,40
AFRM,Affirm,US,Fintech,77.745,8.23,26036688896,Large,70.67728,63.1,66.91,66.48,0,6,0.324,60
HOOD,Robinhood,US,Fintech,97.08,-5.98,87394025472,Large,46.88406,56.5,84.70,102.80,3,3,-0.519,39
PATH,UiPath,US,Technology,10.382,2.19,5379331584,Mid,17.303999,44.4,10.72,12.99,6,3,-0.110,41
PINS,Pinterest,US,Communication,19.94,2.10,11161134080,Large,41.510414,46.0,20.36,24.38,6,2,-0.156,33
SNAP,Snap,US,Communication,4.535,1.68,7515224576,Mid,,33.0,5.66,6.60,6,2,-0.206,33
TTD,Trade Desk,US,Technology,17.885,-0.25,8407887872,Mid,20.323864,34.8,21.51,33.20,8,0,-0.299,25
ROKU,Roku,US,Communication,136.285,0.91,20216811520,Large,100.95185,59.0,124.45,105.61,3,6,-0.372,48
ZS,Zscaler,US,Technology,127.235,0.84,20575111168,Large,,43.0,141.04,209.40,6,1,-0.327,25
BILL,Bill Holdings,US,Technology,33.32,3.19,3318563072,Mid,,43.5,36.86,45.25,6,3,-0.007,34
HUBS,HubSpot,US,Technology,181.08,4.50,9269613568,Mid,94.80628,41.0,209.23,322.28,7,2,-0.086,19
SMCI,Super Micro,US,Technology,31.785,-4.61,20566034432,Large,16.733158,45.7,33.33,35.45,6,4,0.136,50
ARM,Arm Holdings,US,Technology,348.88,-4.78,372684718080,Large,415.39285,51.0,277.87,171.42,2,4,0.162,52
AI,C3.ai,US,Technology,9.395,-2.94,1365011072,Small,,40.0,9.69,12.60,6,0,0.000,33
CELH,Celsius Holdings,US,Consumer Defensive,28.38,0.78,7255098880,Mid,66.00023,42.3,31.15,44.45,6,5,0.000,29
MARA,Marathon Digital,US,Fintech,13.615,-7.38,5190997504,Mid,,49.9,12.90,12.52,2,6,0.000,65
APLD,Applied Digital,US,Technology,40.96,-9.52,11705119744,Large,,45.7,40.60,31.66,2,6,0.000,61
HIMS,Hims & Hers Health,US,Healthcare,32.495,-1.41,7521124864,Mid,,60.6,27.42,33.15,3,3,0.000,50
LIN,Linde,US,Materials,518.845,1.29,239886565376,Large,34.451855,56.2,506.55,468.16,0,6,0.000,59
APD,Air Products,US,Materials,278.125,-1.53,61933068288,Large,29.307167,41.1,290.96,273.81,0,6,0.000,59
FCX,Freeport-McMoRan,US,Materials,61.38,-4.69,88251793408,Large,32.48148,41.3,64.47,54.61,2,4,0.000,53
NEM,Newmont,US,Materials,93.125,-4.82,99421184000,Large,12.079118,36.1,108.87,102.82,2,2,0.000,49
MRNA,Moderna,US,Healthcare,61.63,1.03,24453939200,Large,,66.3,50.78,39.76,0,6,0.000,65
REGN,Regeneron,US,Healthcare,626.9,1.44,65734074368,Large,15.300147,46.9,671.92,697.84,5,4,0.000,44
VRTX,Vertex Pharma,US,Healthcare,478.99,2.26,121570254848,Large,28.409843,68.7,439.88,440.76,1,2,0.000,51
ISRG,Intuitive Surgical,US,Healthcare,403.19,0.00,142794915840,Large,49.049877,38.9,436.63,489.92,7,7,0.000,37
DXCM,DexCom,US,Healthcare,70.45,2.22,27184791552,Large,30.236097,48.9,66.92,67.36,5,3,0.000,44
BRK-B,Berkshire Hathaway,US,Financials,497.195,0.89,1072366157824,Large,14.792918,63.7,479.81,490.10,3,3,0.000,53
SPGI,S&P Global,US,Financials,403.99,0.96,119598792704,Large,25.556608,42.0,422.75,466.84,6,3,0.000,44
MMM,3M,US,Industrials,166.37,2.80,86760103936,Large,31.989424,71.7,151.21,157.79,4,3,0.000,48
IBM,IBM,US,Technology,263.16,-0.67,247490609152,Large,23.282051,49.4,252.03,273.65,5,0,0.000,39
GEV,GE Vernova,US,Industrials,1051.96,1.64,282682687488,Large,30.705196,55.4,1027.59,779.92,0,5,0.000,63
ABNB,Airbnb,US,Consumer Cyclical,145.695,4.93,86449922048,Large,35.96543,64.8,137.18,129.40,0,6,0.000,58
GM,General Motors,US,Consumer Cyclical,79.55,0.76,71727472640,Large,29.032848,48.0,79.21,74.64,2,3,0.000,49
F,Ford Motor,US,Consumer Cyclical,13.815,-1.32,55056502784,Large,,43.8,13.70,13.04,2,4,0.000,51
PYPL,PayPal,US,Fintech,42.635,2.24,37612978176,Large,8,46.5,45.62,54.47,4,2,0.000,46
BKNG,Booking Holdings,US,Consumer Cyclical,184.54,9.23,143003828224,Large,24.314888,66.6,169.35,189.99,3,3,0.000,49
TXN,Texas Instruments,US,Technology,303.13,-0.40,275990183936,Large,51.927227,51.3,287.48,212.14,2,4,0.000,55
MU,Micron,US,Technology,1017.01,-3.30,1147266400256,Large,48.12299,54.7,773.03,415.28,2,6,0.000,58
SNDK,SanDisk,US,Technology,1876.74,-4.42,277965963264,Large,64.14935,54.4,1469.02,642.91,2,4,0.000,52
LRCX,Lam Research,US,Technology,364.1,-1.95,455545487360,Large,69.12144,56.5,305.26,214.29,0,6,0.000,59
KLAC,KLA Corp,US,Technology,236.01,-3.47,308293992448,Large,67.048294,56.1,198.25,146.84,0,6,0.000,59
ADI,Analog Devices,US,Technology,409.38,0.52,199403700224,Large,60.919647,48.9,405.02,313.13,2,4,0.000,50
MRVL,Marvell Technology,US,Technology,267.565,-4.11,234315530240,Large,92.28275,53.3,207.44,116.39,2,4,0.000,51
ON,ON Semiconductor,US,Technology,112.1,-4.24,43600392192,Large,82.45588,47.5,108.65,69.59,2,4,0.000,51
FTNT,Fortinet,US,Technology,145.02,-2.01,106248675328,Large,56.209305,61.7,118.10,90.93,2,5,0.000,56
WDAY,Workday,US,Technology,119.34,3.66,29473812480,Large,37.17757,40.9,127.76,177.90,6,3,0.000,32
TEAM,Atlassian,US,Technology,82.21,1.06,20862255104,Large,,42.2,84.98,118.53,6,3,0.000,36
VEEV,Veeva Systems,US,Healthcare,163.76,2.54,26611462144,Large,29.0461,50.0,164.31,216.44,9,0,0.000,30
ZM,Zoom Video,US,Technology,85.42,-1.19,25047896064,Large,12.580265,35.2,97.20,87.25,2,4,0.000,55
OKTA,Okta,US,Technology,117.28,-0.74,20564631552,Large,84.985504,58.3,94.53,87.62,2,4,0.000,48
DASH,DoorDash,US,Technology,180.72,5.36,78758338560,Large,85.665886,63.5,165.51,201.30,6,4,0.000,35
SPOT,Spotify,US,Communication,454.545,-0.21,93459456000,Large,30.794376,41.0,477.13,552.44,6,2,0.000,37
SE,Sea Limited,US,Technology,94.21,2.64,57702166528,Large,37.090553,58.6,88.23,121.57,3,2,0.000,41
MELI,MercadoLibre,US,Consumer Cyclical,1671.91,5.57,84768227328,Large,44.175697,52.7,1703.12,1962.16,4,2,0.000,39
NU,Nu Holdings,US,Fintech,12.625,0.28,61379481600,Large,19.423079,49.0,13.35,15.35,6,2,0.000,38
GRAB,Grab Holdings,US,Technology,3.515,1.59,14356307968,Large,87.7525,50.8,3.64,4.63,4,2,0.000,32
CPNG,Coupang,US,Consumer Cyclical,17.975,2.66,32266278912,Large,,55.4,17.88,23.09,3,3,0.000,41
C,Citigroup,US,Financials,144.05,-0.63,245688369152,Large,17.805933,69.5,130.76,114.05,2,7,0.000,65
COF,Capital One,US,Financials,201.83,2.03,124318883840,Large,62.287037,63.6,190.80,209.30,3,2,0.000,36
PNC,PNC Financial,US,Financials,239.45,0.33,96154648576,Large,13.913423,66.0,223.27,209.92,0,8,0.000,68
USB,U.S. Bancorp,US,Financials,60.235,0.31,93829971968,Large,12.627883,67.2,55.87,52.84,0,8,0.000,68
TFC,Truist Financial,US,Financials,50.05,0.77,62356258816,Large,12.388614,55.5,49.20,47.92,0,6,0.000,63
STT,State Street,US,Financials,168.79,-2.84,46704439296,Large,17.131979,60.9,156.17,131.36,0,7,0.000,70
BK,Bank of New York Mellon,US,Financials,137.16,-6.10,0,Small,,57.7,136.86,119.68,2,5,0.000,59
ICE,Intercontinental Exchange,US,Financials,130.61,-1.80,73838968832,Large,18.978199,28.0,150.03,158.43,8,5,0.000,41
CME,CME Group,US,Financials,233.47,-3.63,84343570432,Large,19.900255,26.4,276.97,281.29,8,7,0.000,45
MCO,Moody's,US,Financials,452.84,2.00,79100477440,Large,32.484936,51.6,450.76,472.62,5,3,0.000,43
MSCI,MSCI,US,Financials,585.086,0.61,42551906304,Large,33.43349,44.3,591.95,569.71,2,4,0.000,51
FISV,Fiserv,US,Fintech,48.28,2.07,25740331008,Large,8.181407,36.8,56.39,73.60,7,2,0.000,39
BX,Blackstone,US,Financials,114.353,-4.76,139741216768,Large,29.315384,41.6,121.31,138.57,6,0,0.000,36
KKR,KKR & Co,US,Financials,92.15,-1.44,85919825920,Large,31.341835,40.3,98.18,112.21,6,0,0.000,36
APO,Apollo Global Management,US,Financials,123.405,-5.52,71142260736,Large,77.61006,38.0,129.34,128.70,2,2,0.000,41
PGR,Progressive,US,Financials,220.975,2.45,128651649024,Large,11.245547,74.8,200.88,214.04,10,2,0.000,42
CB,Chubb,US,Financials,336.93,1.45,130681700352,Large,11.922505,63.3,324.69,309.30,0,6,0.000,63
MET,MetLife,US,Financials,85.04,-3.40,54717865984,Large,16.448742,52.5,81.54,78.28,2,4,0.000,58
AFL,Aflac,US,Financials,118.177,-0.52,60150104064,Large,13.505897,57.0,115.45,111.60,0,6,0.000,63
TRV,Travelers,US,Financials,322.41,1.72,68558774272,Large,9.624179,72.4,302.11,290.30,3,6,0.000,60
ALL,Allstate,US,Financials,235.945,1.90,60737183744,Large,5.220022,70.3,216.88,208.06,3,8,0.000,66
AON,Aon,US,Financials,327.835,2.21,70017998848,Large,17.99314,53.5,322.27,337.11,5,0,0.000,43
FICO,Fair Isaac (FICO),US,Technology,1146.185,4.25,26581069824,Large,36.329163,48.0,1126.84,1423.59,5,1,0.000,35
ACN,Accenture,US,Technology,130.935,3.09,80124633088,Large,10.458067,26.6,174.31,224.21,7,7,0.000,42
CDNS,Cadence Design Systems,US,Technology,373.76,-1.40,103080714240,Large,87.32009,47.8,359.85,326.79,2,4,0.000,47
ANET,Arista Networks,US,Technology,162.383,0.11,204463931392,Large,55.993103,51.4,159.61,142.56,0,8,0.000,57
DELL,Dell Technologies,US,Technology,425.84,-0.45,275153289216,Large,33.985634,66.9,296.80,178.10,2,4,0.000,58
HPE,Hewlett Packard Enterprise,US,Technology,48.115,-1.65,63707430912,Large,44.962616,60.5,37.22,26.67,2,4,0.000,55
HPQ,HP Inc,US,Technology,23.095,-2.43,21120901120,Large,8.553703,45.0,22.60,22.87,5,1,0.000,47
APH,Amphenol,US,Technology,162.62,2.47,200146845696,Large,46.75,62.9,143.94,137.31,0,8,0.000,60
MSI,Motorola Solutions,US,Technology,401.98,3.22,66726907904,Large,32.47011,46.1,416.08,422.37,6,0,0.000,36
ADSK,Autodesk,US,Technology,194.15,2.84,40994906112,Large,28.343796,33.0,230.52,267.81,8,2,0.000,31
CTSH,Cognizant,US,Technology,41.87,2.25,19804510208,Large,9.082429,26.0,52.45,67.15,8,9,0.000,44
NXPI,NXP Semiconductors,US,Technology,290.18,-3.25,73262030848,Large,27.715366,45.9,286.86,234.95,2,4,0.000,59
MCHP,Microchip Technology,US,Technology,90.315,-3.16,48957894656,Large,410.52274,46.0,92.24,73.01,2,3,0.000,48
MPWR,Monolithic Power Systems,US,Technology,1420.13,-0.25,69770985472,Large,101.80144,43.1,1552.85,1154.30,2,3,0.000,48
ADP,Automatic Data Processing,US,Technology,221.3,0.36,88461197312,Large,20.643656,50.1,215.42,241.80,5,0,0.000,42
ASML,ASML Holding,US,Technology,1736.68,-2.35,669561389056,Large,58.492786,50.6,1600.34,1283.48,2,4,0.000,53
TSM,Taiwan Semiconductor,US,Technology,436.89,0.11,2265866829824,Large,37.62963,53.5,410.32,338.30,0,7,0.000,65
APP,AppLovin,US,Communication,470.3,0.70,157999071232,Large,40.932987,41.5,496.28,541.89,6,2,0.000,34
AXON,Axon Enterprise,US,Technology,458.84,5.96,36983459840,Large,185.76518,57.0,417.88,540.08,5,0,0.000,28
EFX,Equifax,US,Technology,157.87,3.50,19044583424,Large,27.843033,42.6,169.67,202.13,7,1,0.000,34
MSTR,MicroStrategy,US,Technology,94.92,-8.59,33955811328,Large,,27.4,152.83,188.41,8,7,0.000,37
DHR,Danaher,US,Healthcare,188.7,5.44,133559853056,Large,36.641747,62.3,178.89,203.96,3,3,0.000,45
SYK,Stryker,US,Healthcare,316.1,1.97,121180340224,Large,36.543354,55.6,311.10,349.46,6,5,0.000,42
BSX,Boston Scientific,US,Healthcare,44.445,-2.53,66061058048,Large,18.596233,29.7,53.88,80.26,6,9,0.000,43
MDT,Medtronic,US,Healthcare,80.81,0.22,103440449536,Large,21.664879,54.5,79.69,91.73,3,2,0.000,44
EW,Edwards Lifesciences,US,Healthcare,89.74,3.21,51683807232,Large,48.51892,61.3,83.81,82.06,3,9,0.000,54
IDXX,IDEXX Laboratories,US,Healthcare,551.505,1.88,43504369664,Large,40.581676,47.4,560.18,631.12,6,1,0.000,34
HCA,HCA Healthcare,US,Healthcare,390.76,0.99,86686121984,Large,13.465197,49.3,414.56,460.15,5,4,0.000,45
ELV,Elevance Health,US,Healthcare,383.27,-2.99,83212279808,Large,16.243322,44.3,379.18,342.34,2,4,0.000,60
CI,Cigna Group,US,Healthcare,278.37,-1.66,73622011904,Large,11.802799,43.2,284.12,281.08,2,2,0.000,53
CVS,CVS Health,US,Healthcare,101.345,-0.22,129308852224,Large,44.449562,66.5,90.10,80.64,4,5,0.000,54
MCK,McKesson,US,Healthcare,773.16,1.21,90519822336,Large,20.160625,50.6,783.75,825.25,4,2,0.000,45
BMY,Bristol-Myers Squibb,US,Healthcare,55.37,-0.29,113069481984,Large,15.509804,45.6,57.15,53.71,2,2,0.000,51
BIIB,Biogen,US,Healthcare,201.29,2.08,29717874688,Large,21.620836,57.1,191.91,175.58,0,8,0.000,65
GEHC,GE HealthCare,US,Healthcare,65.095,2.16,29595256832,Large,15.601917,54.5,64.79,74.48,3,3,0.000,47
ZTS,Zoetis,US,Healthcare,78.11,1.65,32735428608,Large,12.800819,40.0,91.79,119.58,5,2,0.000,38
A,Agilent Technologies,US,Healthcare,131.265,3.63,37073428480,Large,26.358433,57.7,121.87,130.45,5,2,0.000,43
BDX,Becton Dickinson,US,Healthcare,147.825,2.71,40760692736,Large,25.816753,52.1,148.31,153.98,6,0,0.000,38
ALNY,Alnylam Pharmaceuticals,US,Healthcare,299.44,3.91,39979008000,Large,75.23618,54.7,298.50,372.00,3,2,0.000,33
ETN,Eaton,US,Industrials,402.825,-0.61,156374237184,Large,39.44319,49.3,405.84,369.83,0,4,0.000,54
EMR,Emerson Electric,US,Industrials,141.76,-0.96,79391367168,Large,32.81134,48.6,140.92,138.30,0,5,0.000,57
PH,Parker-Hannifin,US,Industrials,961.92,1.51,121285017600,Large,35.4952,66.1,906.40,879.31,0,6,0.000,57
ITW,Illinois Tool Works,US,Industrials,264.06,0.92,75998830592,Large,24.504639,59.1,257.73,260.05,3,2,0.000,49
GD,General Dynamics,US,Industrials,346.325,-1.15,93656735744,Large,21.767757,48.9,341.50,344.27,5,0,0.000,42
NOC,Northrop Grumman,US,Industrials,509.03,-0.82,72300011520,Large,15.947212,32.7,564.90,614.88,7,0,0.000,36
TDG,TransDigm,US,Industrials,1327.705,2.31,74296582144,Large,41.444622,62.6,1224.77,1283.17,3,3,0.000,47
WM,Waste Management,US,Industrials,225.36,2.98,90513170432,Large,32.571533,58.8,220.76,221.29,3,2,0.000,46
CTAS,Cintas,US,Industrials,172.365,2.11,68969594880,Large,36.363926,48.2,173.07,186.11,6,0,0.000,34
URI,United Rentals,US,Industrials,1077.555,1.36,67505111040,Large,27.544865,60.3,969.01,886.70,2,6,0.000,63
UNP,Union Pacific,US,Industrials,260.45,0.71,154573242368,Large,21.427984,45.5,264.36,242.69,2,2,0.000,52
NSC,Norfolk Southern,US,Industrials,305.43,0.67,68597743616,Large,25.75295,46.6,310.54,296.70,2,2,0.000,50
FDX,FedEx,US,Industrials,312.475,-1.50,74558644224,Large,16.692041,42.2,316.70,259.80,2,4,0.000,64
DAL,Delta Air Lines,US,Industrials,90.285,4.11,59316740096,Large,13.180293,71.5,75.42,67.08,3,8,0.000,67
UAL,United Airlines,US,Industrials,129.23,6.32,41940901888,Large,11.55814,71.5,102.52,102.51,3,8,0.000,67
LUV,Southwest Airlines,US,Industrials,50.74,2.69,24800378880,Large,33.826668,73.9,41.70,39.66,3,6,0.000,57
PCAR,PACCAR,US,Industrials,117.765,0.84,61978099712,Large,25.109808,52.0,117.14,112.30,0,6,0.000,59
ODFL,Old Dominion Freight,US,Industrials,218.57,0.46,45455630336,Large,45.63048,45.1,217.59,177.50,2,7,0.000,57
FAST,Fastenal,US,Industrials,46.62,2.24,53521395712,Large,41.256638,57.0,44.96,44.35,2,3,0.000,48
PWR,Quanta Services,US,Industrials,700.35,-0.28,105094619136,Large,95.93835,48.7,699.32,528.60,2,4,0.000,52
